Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ dịch vụ	Masteri Thao Dien Apartment's D2 (3806)	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,404,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Masteri Thao Dien Apartment's - EnjoySaigon (1204)	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,404,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Leo's Apartment Elegant 2BRs	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,150,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Alice's Home, 1 bedroom with City view !	4 khách · 1 Phòng ngủ · 1 phòng tắm	2,025,754₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Alice's Home - 2 phòng ngủ có view thành phố	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,740,726₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Annie - 2 Bedroom Apt In Vinhomes Central Park	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,787,430₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Suite Serviced Apartment 2- City Center	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,580,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Beautiful Apartment || Full Kitchen || near Airport - HO 1876	2 khách · 1 Phòng ngủ · 1 phòng tắm	360,000₫/đêm 450,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	Rivergate Residence Officetel 1 Bed	2 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozy Attic near Museum of History *SG302	2 khách · 1 Phòng ngủ · 1 phòng tắm	454,300₫/đêm 649,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	DREAM CATCHER Room★Central Saigon★Camping Indoor	3 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ River Gate	Rivergate Residence	3 khách · 1 Phòng ngủ · 1 phòng tắm	790,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	11	
Căn hộ chung cư	Vinhomes Golden River Ba Son_Căn hộ 3 phòng ngủ cao cấp VÒNG CUNG, VIEW SÔNG, BỒN TẮM NẰM	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,100,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · The Botanica	2BRs Apartment w/ Big Balcony , Park view; Free Gym & Poo	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,190,000₫/đêm 1,400,000₫	Tân Bình, Hồ Chí Minh, Vietnam	
Nhà riêng	Uts Homestay - nhóm 10 người	12 khách · 5 Phòng ngủ · 3 phòng tắm	3,000,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	THE LANDMARK 6 BUILDING, 4 BEDROOMS WITH LUXURY DESIGN !	10 khách · 4 Phòng ngủ · 2 phòng tắm	6,196,425₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	IDEA Apartment (ROOM C3)	2 khách · 1 Phòng ngủ · 1 phòng tắm	476,648₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	Herla Masteri Thao Dien Luxury Apartment 0502 #Tower T2	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,439,100₫/đêm 1,599,000₫	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Gem Apartment 02	2 khách · 1 Phòng ngủ · 1 phòng tắm	395,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	BotanicHouse [N3] Artistic 1BR in heart of Saigon	2 khách · 1 Phòng ngủ · 1 phòng tắm	595,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	1	
Nhà riêng	Cozy room above a coffee shop near Airport and center district 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	10	
Căn hộ chung cư	JOO HOUSE Apt/55m2/1BR/Nice Room/Q1-1	2 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Golden Mansion	⭐️ We Found Love, 2Brs Luxury Apt near Airport w/Free Gym & Pool ⭐️	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,320,000₫/đêm 1,650,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Nhà riêng	Nắng Homestay - Large window with seat tidy room 202	3 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Seven Thảo Điền	2 khách · 1 Phòng ngủ · 1 phòng tắm	714,972₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Modern 3BR + Kitchen | City Center by Blue Arch	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,961,000₫/đêm 3,290,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Lim Green-tiny apartment-1 bedroom-Phu My Hung Urban	2 khách · 1 Phòng ngủ · 1 phòng tắm	780,000₫/đêm 1,200,000₫	Quận 7, Hồ Chí Minh, Vietnam	
Nhà riêng	Gio Homestay - Room 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Sunrise Cityview	The seven nine aparment 2 phòng ngủ quận 7	5 khách · 2 Phòng ngủ · 2 phòng tắm	990,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Pham Hanh Apartment	4 khách · 2 Phòng ngủ · 2 phòng tắm	720,000₫/đêm	Thủ Đức, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	BUSINESS CITY LUXURY - Vinhomes Golden River - View Bitexco Balcony. Aqua3 07OT12	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,520,650₫/đêm 1,789,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	Highend, Spacious, Pool & Gym Apartment @ Masteri	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,191,620₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Near Bui Vien| Saigon Peninsula Serviced Apt 301 - HO 2553	2 khách · 1 Phòng ngủ · 1 phòng tắm	360,000₫/đêm 450,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Orchard Garden	⭐️ Let It Be, 3Brs Luxury Apt w/ Free Gym, Pool & Pick-up ⭐️	8 khách · 3 Phòng ngủ · 2 phòng tắm	1,680,000₫/đêm 2,100,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	4	
Khác	Kansai Hostel . Sweet Hour in SaiGon - Alleyway 84 Bui Vien	3 khách · 1 Phòng ngủ · 1 phòng tắm	691,140₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	NHÀ SAIGON | Rustic Style & Spacious Room L3	2 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio · Căn hộ River Gate	Chuns Home In Central Ho Chi Minh	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,048,626₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Compound 2 beds apartment, nice pool, gym, sauna	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,191,620₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhome central park 3BR * Swimming Pool View *Gym	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,812,223₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Riva Park	Saigon Riva Park - 1BR - Best sightseeing	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,035,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Nhà riêng	Mon House 1	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Khác	Hangout Hostel HCM - Pham Ngu Lao walking street	8 khách · 1 Phòng ngủ · 2 phòng tắm	522,500₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	SQ's House	3 khách · 1 Phòng ngủ · 2 phòng tắm	750,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	11	
Khác	♥️BLUE STUDIO♥️ w/ private bath btw airport & cbd	2 khách · 1 Phòng ngủ · 1 phòng tắm	409,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Chung cư Wilton Tower	PIGLET CONDOMINIUM - NGUYÊN CĂN CHUNG CƯ GẦN TRUNG TÂM	4 khách · 2 Phòng ngủ · 1 phòng tắm	902,500₫/đêm 950,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ River Gate	RiverGate - GoSw house	2 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	10	
Căn hộ chung cư · Vinhomes Golden River Ba Son	Vinhomes Golden River Ba Son_Căn hộ 3 phòng ngủ khổng lồ VÒNG CUNG, VIEW SÔNG 2 ban công, OLED TIVI BỒN TẮM NẰM, MIỄN PHÍ ĐƯA ĐÓN SÂN BAY	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,800,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Hemiantan - art studio in the heart of Saigon	4 khách · 1 Phòng ngủ · 1 phòng tắm	714,972₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Millennium Masteri	Căn hộ 2 phòng ngủ cao cấp Millennium - free gym & pool - 5 phút đến Bến Thành	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	Vinhome Golden River 3BR 24th floor D1*FREE PICKUP	8 khách · 3 Phòng ngủ · 2 phòng tắm	3,694,022₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nest Vinhome Central Park 3Br Luxury L3	6 khách · 3 Phòng ngủ · 2 phòng tắm	5,958,101₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ The Morning Star Plaza	3 Phòng Ngủ - Morning start	6 khách · 3 Phòng ngủ · 2 phòng tắm	900,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Luxury Apartment - ONE TRIPLE BED - FREE AIRPORT SHUTTLE	6 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nest Vinhome CenntralPark 1Br Superior P7	6 khách · 3 Phòng ngủ · 2 phòng tắm	5,958,101₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Book căn hộ cao cấp 3 PN giá cực tốt tại Vinhome Central Park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Cho thuê căn hộ dịch vụ 3 PN ngắn ngày cao cấp 5* tại Vinhome Central park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Khác	✰Eco-friendly 6-bed Dorm✰5' WALK to the Airport✰	6 khách · 1 Phòng ngủ · 3 phòng tắm	643,475₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Cho thuê căn hộ dịch vụ 3 PN ngắn ngày cao cấp 5* tại Vinhome Central park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Alice's Home, 3 bedrooms apartment, professional furniture and design !	8 khách · 3 Phòng ngủ · 2 phòng tắm	3,336,536₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	[Lila Luxury Hotel & Apartment] Superior Room	3 khách · 1 Phòng ngủ · 1 phòng tắm	790,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Cho thuê căn hộ dịch vụ 3 PN ngắn ngày cao cấp 5* tại Vinhome Central park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,205,000₫/đêm 2,450,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Pizzpart - Vinhomes Landmark Plus Classic	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,310,782₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Cho thuê căn hộ cao cấp 3 PN giá siêu tốt chuẩn 5* tại Vinhome Central Park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,205,000₫/đêm 2,450,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Grand Riverside	QnK's apt,5 phút đến phố Tây Bùi Viện, view Bitexco rực rỡ trong đêm	4 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nest Vinhome CenntralPark 2Br Standard L2	4 khách · 2 Phòng ngủ · 2 phòng tắm	5,958,101₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Icon 56	ICON 56 - Apartment	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Nhà riêng	HAPPY COFFEE & HOMESTAY - STANDARD DOUBLE ROOM	2 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nest Vinhome CenntralPark 3Br L3	6 khách · 3 Phòng ngủ · 2 phòng tắm	5,958,101₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Smarky House - Tọa lạc ngay khu yên tĩnh nhất Quận 1 - Modern Studio	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Cho Thuê Căn Hộ Vinhomes Central Park - Căn hộ 3 Phòng Ngủ	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Chung cư Riverside 90	Grace - Riverside 90	4 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Sunrise City	Sunrise City 2 phòng ngủ đầy đủ nội thất	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,383,240₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Vietnamese’s Home@1min BenThanh market@ 1 BR	3 khách · 1 Phòng ngủ · 1 phòng tắm	953,296₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Tresor	The Tresor - Sky coffe, swimming pool,near central	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,264,078₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Icon 56	Căn hộ gần trung tâm SG View đẹp - Có bể bơi	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	POLAR BEER 3B - New 3BR apartment at Vinhomes Central Park	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,725,800₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	POLAR BEER Royal - Eleganté 3BR apartment at Vinhomes Central Park	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,725,800₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	R.302-MAGNOLIA'S Saigon THE LOFT L3	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Căn hộ River Gate	Lanny House	2 khách · 1 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Homestay Sunrise City 2 phòng ngủ	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,383,240₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Căn hộ chung cư Hưng Vượng 1	NHÀ TRỌ ANNA HOMESTAY - DORM QUẬN 7: TIỆN ÍCH - CAO CẤP - GIÁ RẺ	10 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Sunrise City	Homestay Sunrise City 3 phòng ngủ	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,859,888₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Galaxy Room near the Airport Station	3 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhomes - Free Pool Gym Park Near Central HCMC	6 khách · 2 Phòng ngủ · 1 phòng tắm	2,500,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The One Ho Chi Minh	Gem Apartment 12A4 - Bến Thành Tower	15 khách · 3 Phòng ngủ · 3 phòng tắm	4,620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Lovely house 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	357,486₫/đêm	Bình Chánh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Landmark 81	THE LANDMARK 81 BUILDING, 2 BEDROOMS, DELUXE STAY IN SAI GON !	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,859,888₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	MHOME APARTMENT IN DISTRICT 3 - Lý Chính Thắng	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Nhà riêng	Sunny room with kitchenette @downtown near BenThanh	4 khách · 1 Phòng ngủ · 2 phòng tắm	819,600₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Saigon Riverside Retreat - Mercury Suite	2 khách · 1 Phòng ngủ · 1 phòng tắm	3,098,212₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Book căn hộ cao cấp 3 PN giá cực tốt tại Vinhome Central Park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Landmark 81	THE LANDMARK 81 BUILDING, 4 BEDROOMS, ELEGANT LIFE !	10 khách · 4 Phòng ngủ · 2 phòng tắm	9,008,648₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	cho thuê căn hộ dịch vụ 3 PN ngắn ngày cao cấp 5* tại Vinhome Central park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Le Stay in Vinhomes Central Park apartment (1 bedrooms)	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,239,285₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Sunrise City Alm's Luxury Apartment 3 Bed Room Full Furniture	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,859,888₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Luxury Apartment Landmark 81 - 2 Bedroom For Rent	4 khách · 2 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	BUI VIEN MISS HOME DOUBLE ROOM	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	OXERAAK Thanh Phuong	3 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Rubick studio	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Phương Kha House – Căn hộ ven sông Sài Gòn, trung tâm quận 2	3 khách · 1 Phòng ngủ · 1 phòng tắm	520,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vista Verde	Căn hộ 2 phòng ngủ Vista Verde tầng cao	6 khách · 2 Phòng ngủ · 2 phòng tắm	900,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ River Gate	ikemen inn	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	K-Hometel - Duplex Studio Room	3 khách · 1 Phòng ngủ · 1 phòng tắm	620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Sunrise City	Sunrise City 3 phòng ngủ	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,859,888₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Masteri Thao Dien Apartment's Luxury (0802)	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,474,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Millennium Masteri	Apartment Millennium 3BR View Rooftop Pool In The Heart HCM	7 khách · 3 Phòng ngủ · 2 phòng tắm	3,217,374₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Golden Mansion	Căn hộ cao cấp Golden Mansion, Phú Nhuận	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,250,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Khác	Next Home - With us, You are Home! (202)	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Landmark 81	THE LANDMARK 81 BUILDING, 2 BEDROOMS, MODEL DESIGN !	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,859,888₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Nhà riêng	Charm homestay - Cozy home in the heart of the city	4 khách · 1 Phòng ngủ · 2 phòng tắm	834,134₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Book căn hộ cao cấp 3 PN giá cực tốt tại Vinhome Central Park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	cho thuê căn hộ dịch vụ 3 PN ngắn ngày cao cấp 5* tại Vinhome Central park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	SAIGON APARTMENT MHOME - PHÚ NHUẬN	4 khách · 2 Phòng ngủ · 1 phòng tắm	840,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Sunrise City Alm's Luxury Apartment 2 Bed Room Full Furniture City View	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,383,240₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Sunrise City Alm's Luxury Apartment 3 Bed Room Full Furniture City View	7 khách · 3 Phòng ngủ · 2 phòng tắm	3,574,860₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	" Đặt Phòng Căn Hộ Landmark 81- 2 Phòng Ngủ-2Wc"	5 khách · 2 Phòng ngủ · 2 phòng tắm	2,800,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	SYMPHONY HOTEL - Deluxe Double Room City View	2 khách · 1 Phòng ngủ · 1 phòng tắm	924,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	Lovely Masteri 2 bedrooms apartment in Thao Dien	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,310,782₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Book căn hộ cao cấp 3 PN giá cực tốt tại Vinhome Central Park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	cho thuê căn hộ dịch vụ 3 PN ngắn ngày cao cấp 5* tại Vinhome Central park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	cho thuê căn hộ dịch vụ 3 PN ngắn ngày cao cấp 5* tại Vinhome Central park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Book căn hộ cao cấp 3 PN giá cực tốt tại Vinhome Central Park	8 khách · 3 Phòng ngủ · 2 phòng tắm	2,450,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Luxurious Apartment In Distrct 7 - Riviera Point	6 khách · 3 Phòng ngủ · 3 phòng tắm	4,000,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Khác	The Dorm Saigon - 6-Bed Dormitory Room #207	6 khách · 1 Phòng ngủ · 2 phòng tắm	2,520,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
